港澳台,#genre#
TVB翡翠台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=golden-jade
TVB翡翠台,http://cdn8.jdshipin.com:8880/smt.php?id=Wlt
TVB翡翠台,http://m.glx008.com:8000/bysid/1.m3u8
TVB翡翠台,http://158.180.67.130/live/hls/J/j.m3u8
TVB翡翠台,https://stream.freetv.fun/tvb-fei-cui-1.ctv
TVB翡翠台,https://stream.freetv.fun/tvb-fei-cui-2.ctv
TVB翡翠台,https://stream.freetv.fun/tvbfei-cui-tai-1.m3u8
TVB翡翠台,https://stream.freetv.fun/tvbfei-cui-2.m3u8
TVB翡翠台,https://stream.freetv.fun/tvbfei-cui-4.ctv
TVB翡翠台,https://stream.freetv.fun/tvbfei-cui-5.m3u8
TVB翡翠台,https://stream.freetv.fun/9e2258b3741d635d63251d59931c1d7e6bcf0f501c10bfed4f814525cd60a0bb.ctv
TVB翡翠台,https://stream.freetv.fun/7540cfa11dd15fa748b4e3d00ed2144e33f24973f584b706f32076e527086a55.ctv
TVB翡翠台,http://free.9528.eu.org:9529/stream/hk/test/master.m3u8?u=admin&p=70db29aeaebf312fd2b93d3d69d99a16ad3319d0b354567f2be5c5e91c6be18b
TVB翡翠台,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
TVB翡翠台,https://cdn.hklive.tv/xxxx/81/index.m3u8
TVB翡翠台,https://live.astradamy.com/tvbfc/index.m3u8
TVB翡翠台,https://edge6a.v2h-cdn.com/jade/jade.stream/chunklist.m3u8
TVB翡翠台,http://extraott.com:80/live/7921751389/6097373662/62827.m3u8
无线新闻台,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
无线新闻台,http://cdn8.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻台,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
无线新闻台,https://v9-douyin-cloudflare-cdn.sv6-douyin-cloudfare.cloudns.ch/Smartv.php?key=7cf3d5ebf95f092bf6e4c2667458fa59&id=inews_twn
无线新闻台,https://stream.freetv.fun/678d877ac436471c003e6f566eaa81b022de75dca45be60e1660efbf223765ca.ctv
无线新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻台,https://tvb.livednow.com/C
无线新闻台,https://stream.freetv.fun/wu-xian-xin-wen-1.ctv
无线新闻台,https://stream.freetv.fun/wu-xian-cai-jing-2.ctv
无线新闻台,http://113.83.152.28:1935/bysid/83
无线新闻台,http://113.83.152.61:1935/bysid/83.m3u8
无线新闻台,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
无线新闻台,http://nz171l122.bb60246.ctm.net:8892/bysid/83.m3u8
无线新闻台,http://137.175.30.127:9080/hls/inews.m3u8
无线新闻台,http://123.202.245.120:8008/bysid/83
无线新闻台,http://grandprix2023.asuscomm.com:8892/bysid/83
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=4&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=5&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=7&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=8&hq
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=9&hq
无线新闻台,https://stream.freetv.fun/662e5a352f2b84358ebad27c76fec0e01bcc3cd0490e4b00a8dcd0621ddc3d35.ctv
无线新闻台,rtmp://twcdn.top/sat/hk031
TVB无线新闻,http://zsntlqj.xicp.net:8896/bysid/83
TVB无线新闻,http://extraott.com:80/live/7921751389/6097373662/62824.m3u8
TVB无线新闻,http://154.yfvodcdn.com:8080/live/TVBtyzxt1/hls.m3u8
TVB无线新闻,http://live.cooltv.top/tv/tvb.php?id=2
TVB无线新闻,http://live.cooltv.top/tv/tvb.php?id=0
TVB无线新闻,https://cdn.hklive.tv/xxxx/83/index.m3u8
TVB无线新闻,https://tvp22.sky4k.top/index1.php
TVB无线新闻,http://r.jdshipin.com/CkuBd
TVB无线新闻,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tvb-news
TVB亞洲劇,https://epg.pw/stream/c88adc69fe22cc05c7ff2984ad14db99f461e6dda12687cb7bbaf5e03a357a38.m3u8
TVB亞洲劇,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tvb-asia-drama
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-1.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-2.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-3.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-4.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-5.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-6.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-7.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-8.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-9.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-10.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-11.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvbsya-zhou-12.m3u8
TVB亞洲劇,https://stream.freetv.fun/tvb-ya-zhou-ju-1.ctv
TVB亞洲劇,https://stream.freetv.fun/tvb-ya-zhou-ju-2.ctv
TVB亞洲劇,https://stream.freetv.fun/6cfef8efe4bbc56de57d779ce165d33c584a277e6314f559c9ed17b3c4633b06.ctv
TVB亞洲劇,https://stream.freetv.fun/b71534c75e995772c4e4dee04aed737e174e647b10adf80bdd0c30ffee5e8e33.ctv
TVB亞洲劇,https://epg.pw/stream/a4696392133577ed03dbedefe5c18c3c7a178b0899b2f814fa6c532bc521f8f4.m3u8
TVB亞洲劇,https://epg.pw/stream/5bf2b1b6e25985960785ccef6dc0acddc7424b6fc178ba1530817265e730f56f.m3u8
TVB亞洲劇,https://epg.pw/stream/546bdd4b82259d8d136893bafc3b1fa4dec137fb88ab10b9fa02b7469bc83a0c.m3u8
TVB亞洲劇,https://epg.pw/stream/df891b505a8433ebc8b75612066a1cc25b14149d1d52136d6c5e3b19e86aa6cf.m3u8
TVB亞洲劇,https://epg.pw/stream/3ac58ed08ada7fe3ab14bdbb13805a81339d7f9a66b0753a51af051a4ddfddf0.m3u8
TVB亞洲劇,https://epg.pw/stream/bce244fa023794cc786b2de797ae2b66b630c1a93aa2f23d2ad31ab0045d830a.m3u8
TVB亞洲劇,https://epg.pw/stream/7843556b9457c79f5185c8dc71e2c07c55dc12b034635c8075a8847163f8b483.m3u8
TVB亞洲劇,https://epg.pw/stream/b6f6cc851833a019ea4469d4c3ffbdf8dda4315d35cce148d1295e1cfd8d02eb.m3u8
TVB亞洲劇,https://epg.pw/stream/682f73c1580125401f7f5598360d02b6b025aee02d1166369ed57dda8457be6e.m3u8
TVB亞洲劇,https://epg.pw/stream/fb5f47a5413f2bbb04432a0715bce7c2bc9f25ae267cd10d9843f6e0c29e966f.m3u8
TVB亞洲劇,https://epg.pw/stream/087db99a708b011a332da5531b4cded1d2dabe9d047d5830e6e66ab26e3d8196.m3u8
凤凰香港,http://123.202.245.120:8008/bysid/85
凤凰香港,http://113.83.152.28:1935/bysid/85
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=phtv-hk
凤凰香港,http://120.84.121.87:808/hls/81/index.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港,http://grandprix2023.asuscomm.com:8892/bysid/85
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://171.38.76.243:8181/tsfile/live/1002_1.m3u8
凤凰香港,http://113.64.145.195:8081/hls/38/index.m3u8
凤凰香港,http://113.64.145.61:8081/hls/38/index.m3u8
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
凤凰香港,http://zsntlqj.xicp.net:8896/bysid/85.m3u8
凤凰香港,http://113.83.152.61:1935/bysid/85.m3u8
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62816.m3u8
凤凰香港,http://extraott.com:80/live/7921751389/6097373662/62822.m3u8
凤凰香港,http://tvbox.netsite.cc/proxy/1650326537/1650326537.m3u8
凤凰香港,http://60.164.229.241:4040/udp/239.255.30.123:8231
凤凰香港,http://cdn8.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
凤凰香港,http://nz171l122.bb60246.ctm.net:8892/bysid/85.m3u8
凤凰香港,http://grandprix2023.asuscomm.com:8892/bysid/85.m3u8
凤凰香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰香港,https://epg.pw/stream/b3ab43b2415df405226d5b25f38e51432ca7d32b5a240e0aa1f3e201d181442f.m3u8
凤凰中文,https://epg.pw/stream/a7d73b5ffe9e9d33a8b774a4df3d623b2ba01a36f6ef70f20d1f3f9b27836330.ctv
凤凰中文,https://stream.freetv.fun/18127d54f9400a17a858c2e333b7688e875a1df1f925ec263a98a31ed0170ba0.ctv
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=phtv-cn
凤凰中文,https://epg.pw/stream/653363b4a3d6b0c5850c53b115d02d5e5e57d7d4c2954ef7c4163640e2cdd991.ctv
凤凰中文,https://epg.pw/stream/6cb73e3cad873d275ae7399762214060046e7b08b051b249f8bdb95ec3fea2fc.ctv
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰中文,https://stream.freetv.fun/cai-jing-zi-xun-1.ctv
凤凰中文,http://extraott.com:80/live/7921751389/6097373662/62830.m3u8
凤凰中文,http://tvbox.netsite.cc/proxy/1650326537/1650326537.m3u8
凤凰中文,http://tvbox.netsite.cc/proxy/1846789161/1846789161.m3u8
凤凰中文,http://170.178.177.98:27347/livehttpplay?channel_id=30014
凤凰中文,http://171.108.239.54:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.74:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.74:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.76:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.76:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://110.72.52.50:8181/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.73:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://171.108.239.73:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文,http://113.64.145.34:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.55:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.61:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.98:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.132:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.187:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.204:8081/hls/37/index.m3u8
凤凰中文,http://113.64.145.214:8081/hls/37/index.m3u8
凤凰中文,http://112.44.6.47:4022/udp/239.11.0.153:5140
凤凰中文,http://e3.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
凤凰中文,http://175.9.163.25:9999/udp/239.76.246.135:1234
凤凰中文,http://175.9.163.25:9999/udp/239.76.253.135:9000
凤凰中文,http://222.211.227.103:2345/udp/239.93.0.162:2192
凤凰中文,http://www.372583307.top:4022/udp/233.50.200.191:5140
凤凰中文,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi-gao-qing-1.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi--xiang-gang-1.ctv
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi--zhong-wen-1.ctv
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi--zhong-wen-2.ctv
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi-2.ctv
凤凰中文,https://stream.freetv.fun/feng-huang-wei-shi-1.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-3.ctv
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-6.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-1.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-5.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-4.m3u8
凤凰中文,https://stream.freetv.fun/feng-huang-xiang-gang-7.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226317/index.m3u8
凤凰中文,https://epg.pw/stream/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8
凤凰中文,https://epg.pw/stream/b5ceaeacd11b0331a6b3fbb0c4ef90836be87bb2c478d76b74ef1e27f32326f3.ctv
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰中文,http://kuanglong.vicp.hk:2121/udp/239.93.16.31:8012
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,http://210.210.155.37/uq2663/h/h157/index2.m3u8
凤凰中文,http://27.156.105.83:8888/rtp/239.61.2.184:9092
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://183.250.157.35:8880/tsfile/live/1000_1.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文,https://stream.freetv.fun/544b45a6ee430683fdf2aef7329b7b277e7827a3a57a57f3700b7fd1b15c5df4.ctv
凤凰中文,https://stream.freetv.fun/f545099425d79df375302fbe75c450647023aaf84063f0bf679315e8db2d0d2b.m3u8
凤凰中文,https://stream.freetv.fun/bb839f65d6c02930ec4a9bf745e8ccb72c14b02ebac148ba57c6c9d027d4f007.ctv
凤凰中文,https://stream.freetv.fun/6b6021c7d2d5580cfa99af8c371234edb4b4b104c912ab375104ba591f28b847.ctv
凤凰中文,https://stream.freetv.fun/883b020379df8b6af1d3ad72659de4b6bf830b97bbb0f71210d41bd284c89d37.ctv
凤凰中文,https://stream.freetv.fun/205d6100647d83f6b62b9550454b2231c96998984b5105aaa1033140f48e4dc3.ctv
凤凰中文,https://stream.freetv.fun/e6886dbde2158fbb51da8cd6db21e2bb5fb68f4e5aa4db51e3589f30c20a13d8.ctv
凤凰中文,https://stream.freetv.fun/d6fe4c36d8b6dc5508574970a5b579b78b916dd3b92b5d45fb25d4eb92f48942.m3u8
凤凰中文,https://stream.freetv.fun/700ea6400ee9b3b005ff77288979e7b1333837e2f1366bb27dacff11435cd72f.ctv
凤凰中文,https://stream.freetv.fun/e88363a4ce6a2aa625ab98e3d840c778baec8405e1adb31a1a94f5d6518982ef.m3u8
凤凰中文,https://stream.freetv.fun/8352ad260441ed0064f63f7a25eb3a7268a68b391f08a345b9bdbefd51aa330f.m3u8
凤凰中文,https://stream.freetv.fun/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8
凤凰中文,https://stream.freetv.fun/b3ab43b2415df405226d5b25f38e51432ca7d32b5a240e0aa1f3e201d181442f.m3u8
凤凰中文,https://stream.freetv.fun/e04b14233c7014451fd340e1c5d0cc6a7a47937fa22d135f61caa76777602bad.m3u8
凤凰中文,https://stream.freetv.fun/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.ctv
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://171.108.239.76:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.73:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.74:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.54:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.73:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.76:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.108.239.74:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://110.72.52.50:8181/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=phtv-info
凤凰资讯,http://170.178.177.98:27347/livehttpplay?channel_id=30015
凤凰资讯,http://175.9.163.25:9999/udp/239.76.246.134:1234
凤凰资讯,http://175.9.163.25:9999/udp/239.76.253.134:9000
凤凰资讯,http://e3.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰资讯,http://112.44.6.47:4022/udp/239.11.0.154:5140
凤凰资讯,http://113.64.145.34:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.55:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.61:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.98:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.132:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.187:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.204:8081/hls/36/index.m3u8
凤凰资讯,http://113.64.145.214:8081/hls/36/index.m3u8
凤凰资讯,http://222.211.227.103:2345/udp/239.93.1.4:2191
凤凰资讯,http://222.211.227.103:2345/udp/239.93.0.118:2191
凤凰资讯,http://www.372583307.top:4022/udp/233.50.200.192:5140
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://120.41.124.228:8888/rtp/239.61.2.183:9086
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰资讯,http://william8073.eu.org:9000/live.m3u8?c=19
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.246.134:1234
凤凰资讯,http://www.yao87.com:4022/udp/239.76.246.135:1234
凤凰资讯,http://dms.yryyj.site:8188/udp/239.76.253.134:9000
凤凰资讯,http://27.156.105.83:8888/rtp/239.61.2.183:9086
凤凰资讯,https://stream.freetv.fun/feng-huang-zi-xun-12.ctv
凤凰资讯,https://stream.freetv.fun/feng-huang-wei-shi--zi-xun-1.ctv
凤凰资讯,http://kuanglong.vicp.hk:2121/udp/239.93.16.118:8708
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,https://epg.pw/stream/a7d73b5ffe9e9d33a8b774a4df3d623b2ba01a36f6ef70f20d1f3f9b27836330.ctv
凤凰资讯,https://stream.freetv.fun/03b8b50959f71c9480228564b4fedbe3cd0927a427d0bc903059a5843cb7c4b6.ctv
凤凰资讯,https://epg.pw/stream/653363b4a3d6b0c5850c53b115d02d5e5e57d7d4c2954ef7c4163640e2cdd991.ctv
凤凰资讯,http://livetv.skycf.eu.org/live.m3u8?c=2#http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,http://210.210.155.37/qwr9ew/s/s21/index.m3u8
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://117.169.120.138:8080/live/fhzixun/.m3u8
美亚电视,https://epg.pw/stream/394c42b3f08157667f830ed8dcff23cf770f04df377d263ac2103ca1bd4e6028.m3u8
美亚电视,https://epg.pw/stream/394c42b3f08157667f830ed8dcff23cf770f04df377d263ac2103ca1bd4e6028.m3u8
美亚电视,https://epg.pw/stream/8809ef652c64001910cceaa72e6190b5bfe53d1f7478b98f2bcac0531f8c436d.m3u8
美亚电视,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美亚电视,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
美亚电视,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚电影,https://histar.zapi.us.kg/?id=meiah-movies
美亚电视,https://stream.freetv.fun/901f8f9ef0484ba66615c590292c10a1cc208dc56022c4839da39cb79517c490.ctv
美亚电视,https://stream.freetv.fun/mei-ya-dian-ying-3.ctv
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才財經,https://epg.pw/stream/dd22b2b5f1c65e8294658a1d7732d747d14e6e4e8438f8fd30f90ca318063d3d.m3u8
耀才財經,https://epg.pw/stream/556c7a5cfd71eb3963085a4c862e8a3aac64faeccce262ae3a6d23b6b4fb460e.m3u8
耀才財經,https://epg.pw/stream/80569330bb5aeb8688d1c55d643ba04008ed5f9313f1f012688a559d1379bb8d.m3u8
耀才財經,https://epg.pw/stream/89eef7f40ece15ce35ecb80e3fd18ebd67bf74d927337c8cc66fdca919d0f83b.m3u8
耀才財經,https://epg.pw/stream/30a1630dfb62c3260e2621263d459105380386fb9228611255d41360969c4a2e.m3u8
耀才財經,https://epg.pw/stream/c1e96c9d6e38145f7631fd9561f310261ef82a236544f7a1770cd1c6479cf2fe.m3u8
耀才財經,https://epg.pw/stream/3cb5dbb74bbbd3150891cf1795ae042b33baf187a619dc4ac42aa860dc85bf8e.m3u8
耀才財經,https://epg.pw/stream/72e6d938d023bbb1ad2c783c86273475d217a32541d77fb5c4113cfe7ae02b2b.m3u8
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w316626141.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
